CODE,PLAYER_ID,AMOUNT,EVENT_DATE,CHAPTER,PARTNER_ID,GAME_NAME,SESSION_ID
11401434,14345194,9.9,2019-02-26 15:59:00,End session,11,Blackjack,14241853
11401433,14345194,0.99,2019-02-26 15:59:00,Loyalty,11,Blackjack,14241853
11401432,14345194,9.9,2019-02-26 15:59:00,Win,11,Blackjack,14241853
11401439,14345196,10,2019-02-26 15:59:00,Bet,11,Blackjack,14241853
11401438,14345194,9.9,2019-02-26 15:59:00,End session,11,Blackjack,14241853
11401437,14345194,0.99,2019-02-26 15:59:00,Loyalty,11,Blackjack,14241853
11401436,14345194,9.9,2019-02-26 15:59:00,Win,11,Blackjack,14241853
11401435,14345196,10,2019-02-26 15:59:00,Bet,11,Blackjack,14241853
11401440,14345196,10,2019-02-26 15:59:00,Bet,11,Blackjack,14241853
11401442,14345196,1,2019-02-26 15:59:00,Loyalty,11,Blackjack,14241853
11401443,14345196,10,2019-02-26 15:59:00,End session,11,Blackjack,14241853
11401441,14345196,10,2019-02-26 15:59:00,Win,11,Blackjack,14241853
11401444,14345194,9.9,2019-02-26 15:59:00,Win,11,Blackjack,14241853
11401445,14345194,0.99,2019-02-26 15:59:00,Loyalty,11,Blackjack,14241853
11401446,14345194,9.9,2019-02-26 15:59:00,End session,11,Blackjack,14241853
11401447,14345196,10,2019-02-26 15:59:00,Bet,11,Blackjack,14241853
11401451,14345194,14.5,2019-02-26 16:00:00,End session,11,Blackjack,14241853
11401450,14345194,1.45,2019-02-26 16:00:00,Loyalty,11,Blackjack,14241853
11401449,14345194,14.5,2019-02-26 16:00:00,Win,11,Blackjack,14241853
11401448,14345196,10,2019-02-26 16:00:00,Bet,11,Blackjack,14241853
11401454,14345194,1.45,2019-02-26 16:00:00,Loyalty,11,Blackjack,14241853
11401455,14345194,14.5,2019-02-26 16:00:00,End session,11,Blackjack,14241853
11401453,14345194,14.5,2019-02-26 16:00:00,Win,11,Blackjack,14241853
11401452,14345196,10,2019-02-26 16:00:00,Bet,11,Blackjack,14241853
11401456,14345196,10,2019-02-26 16:00:00,Bet,11,Blackjack,14241853
11401459,14345194,14.5,2019-02-26 16:00:00,End session,11,Blackjack,14241853
11401458,14345194,1.45,2019-02-26 16:00:00,Loyalty,11,Blackjack,14241853
11401457,14345194,14.5,2019-02-26 16:00:00,Win,11,Blackjack,14241853
11401462,14345194,14.5,2019-02-26 16:00:00,End session,11,Blackjack,14241853
11401461,14345194,1.45,2019-02-26 16:00:00,Loyalty,11,Blackjack,14241853
11401460,14345194,14.5,2019-02-26 16:00:00,Win,11,Blackjack,14241853
11401465,14345196,10,2019-02-26 16:00:00,End session,11,Blackjack,14241853
11401464,14345196,1,2019-02-26 16:00:00,Loyalty,11,Blackjack,14241853
11401463,14345196,10,2019-02-26 16:00:00,Win,11,Blackjack,14241853
11401467,14345194,1.45,2019-02-26 16:00:00,Loyalty,11,Blackjack,14241853
11401466,14345194,14.5,2019-02-26 16:00:00,Win,11,Blackjack,14241853
11401468,14345194,14.5,2019-02-26 16:00:00,End session,11,Blackjack,14241853
11401470,14345194,1.45,2019-02-26 16:00:00,Loyalty,11,Blackjack,14241853
11401471,14345194,14.5,2019-02-26 16:00:00,End session,11,Blackjack,14241853
11401469,14345194,14.5,2019-02-26 16:00:00,Win,11,Blackjack,14241853
11401474,14345194,14.5,2019-02-26 16:00:00,End session,11,Blackjack,14241853
11401473,14345194,1.45,2019-02-26 16:00:00,Loyalty,11,Blackjack,14241853
11401472,14345194,14.5,2019-02-26 16:00:00,Win,11,Blackjack,14241853
11401475,14345194,14.5,2019-02-26 16:00:00,Win,11,Blackjack,14241853
11401477,14345194,14.5,2019-02-26 16:00:00,End session,11,Blackjack,14241853
11401476,14345194,1.45,2019-02-26 16:00:00,Loyalty,11,Blackjack,14241853
11401479,14345194,1.45,2019-02-26 16:00:00,Loyalty,11,Blackjack,14241853
11401480,14345194,14.5,2019-02-26 16:00:00,End session,11,Blackjack,14241853
11401478,14345194,14.5,2019-02-26 16:00:00,Win,11,Blackjack,14241853
11401482,14345194,1.45,2019-02-26 16:00:00,Loyalty,11,Blackjack,14241853
11401483,14345194,14.5,2019-02-26 16:00:00,End session,11,Blackjack,14241853
11401481,14345194,14.5,2019-02-26 16:00:00,Win,11,Blackjack,14241853
11401486,14345194,3.3,2019-02-26 16:00:00,End session,11,Blackjack,14241853
11401484,14345194,3.3,2019-02-26 16:00:00,Win,11,Blackjack,14241853
11401485,14345194,0.33,2019-02-26 16:00:00,Loyalty,11,Blackjack,14241853
11401487,14345194,3.3,2019-02-26 16:00:00,Win,11,Blackjack,14241853
11401489,14345194,3.3,2019-02-26 16:00:00,End session,11,Blackjack,14241853
11401488,14345194,0.33,2019-02-26 16:00:00,Loyalty,11,Blackjack,14241853
11401492,14345194,10,2019-02-26 16:00:00,End session,11,Blackjack,14241853
11401491,14345194,1,2019-02-26 16:00:00,Loyalty,11,Blackjack,14241853
11401490,14345194,10,2019-02-26 16:00:00,Win,11,Blackjack,14241853
11401495,14345194,21.3,2019-02-26 16:01:00,End session,11,Blackjack,14241853
11401494,14345194,2.13,2019-02-26 16:01:00,Loyalty,11,Blackjack,14241853
11401493,14345194,21.3,2019-02-26 16:01:00,Win,11,Blackjack,14241853
11401498,14345194,21.3,2019-02-26 16:01:00,End session,11,Blackjack,14241853
11401497,14345194,2.13,2019-02-26 16:01:00,Loyalty,11,Blackjack,14241853
11401496,14345194,21.3,2019-02-26 16:01:00,Win,11,Blackjack,14241853
11401499,14345194,21.3,2019-02-26 16:01:00,Win,11,Blackjack,14241853
11401500,14345194,2.13,2019-02-26 16:01:00,Loyalty,11,Blackjack,14241853
11401501,14345194,21.3,2019-02-26 16:01:00,End session,11,Blackjack,14241853
11401503,14345194,2.13,2019-02-26 16:01:00,Loyalty,11,Blackjack,14241853
11401504,14345194,21.3,2019-02-26 16:01:00,End session,11,Blackjack,14241853
11401502,14345194,21.3,2019-02-26 16:01:00,Win,11,Blackjack,14241853
11401505,14345194,21.3,2019-02-26 16:01:00,Win,11,Blackjack,14241853
11401506,14345194,2.13,2019-02-26 16:01:00,Loyalty,11,Blackjack,14241853
11401507,14345194,21.3,2019-02-26 16:01:00,End session,11,Blackjack,14241853
11401509,14345194,2.13,2019-02-26 16:01:00,Loyalty,11,Blackjack,14241853
11401510,14345194,21.3,2019-02-26 16:01:00,End session,11,Blackjack,14241853
11401508,14345194,21.3,2019-02-26 16:01:00,Win,11,Blackjack,14241853
11401513,14345194,21.3,2019-02-26 16:01:00,End session,11,Blackjack,14241853
11401512,14345194,2.13,2019-02-26 16:01:00,Loyalty,11,Blackjack,14241853
11401511,14345194,21.3,2019-02-26 16:01:00,Win,11,Blackjack,14241853
11401515,14345194,2.13,2019-02-26 16:02:00,Loyalty,11,Blackjack,14241853
11401514,14345194,21.3,2019-02-26 16:02:00,Win,11,Blackjack,14241853
11401516,14345194,21.3,2019-02-26 16:02:00,End session,11,Blackjack,14241853
11401518,14345194,2.13,2019-02-26 16:02:00,Loyalty,11,Blackjack,14241853
11401519,14345194,21.3,2019-02-26 16:02:00,End session,11,Blackjack,14241853
11401517,14345194,21.3,2019-02-26 16:02:00,Win,11,Blackjack,14241853
11401520,14345194,21.3,2019-02-26 16:02:00,Win,11,Blackjack,14241853
11401522,14345194,21.3,2019-02-26 16:02:00,End session,11,Blackjack,14241853
11401521,14345194,2.13,2019-02-26 16:02:00,Loyalty,11,Blackjack,14241853
11401525,14345194,21.3,2019-02-26 16:02:00,End session,11,Blackjack,14241853
11401524,14345194,2.13,2019-02-26 16:02:00,Loyalty,11,Blackjack,14241853
11401523,14345194,21.3,2019-02-26 16:02:00,Win,11,Blackjack,14241853
11401526,14345194,21.3,2019-02-26 16:02:00,Win,11,Blackjack,14241853
11401528,14345194,21.3,2019-02-26 16:02:00,End session,11,Blackjack,14241853
11401527,14345194,2.13,2019-02-26 16:02:00,Loyalty,11,Blackjack,14241853
11401533,14345194,2.13,2019-02-26 16:02:00,Loyalty,11,Blackjack,14241853
11401534,14345194,21.3,2019-02-26 16:02:00,End session,11,Blackjack,14241853
11401532,14345194,21.3,2019-02-26 16:02:00,Win,11,Blackjack,14241853
11401536,14345194,2.13,2019-02-26 16:02:00,Loyalty,11,Blackjack,14241853
11401537,14345194,21.3,2019-02-26 16:02:00,End session,11,Blackjack,14241853
11401535,14345194,21.3,2019-02-26 16:02:00,Win,11,Blackjack,14241853
11401540,14345194,21.3,2019-02-26 16:02:00,End session,11,Blackjack,14241853
11401539,14345194,2.13,2019-02-26 16:02:00,Loyalty,11,Blackjack,14241853
11401538,14345194,21.3,2019-02-26 16:02:00,Win,11,Blackjack,14241853
11401542,14345194,2.13,2019-02-26 16:02:00,Loyalty,11,Blackjack,14241853
11401543,14345194,21.3,2019-02-26 16:02:00,End session,11,Blackjack,14241853
11401541,14345194,21.3,2019-02-26 16:02:00,Win,11,Blackjack,14241853
11401544,14345194,21.3,2019-02-26 16:02:00,Win,11,Blackjack,14241853
11401545,14345194,2.13,2019-02-26 16:02:00,Loyalty,11,Blackjack,14241853
11401546,14345194,21.3,2019-02-26 16:02:00,End session,11,Blackjack,14241853
11401547,14345194,21.3,2019-02-26 16:02:00,Win,11,Blackjack,14241853
11401549,14345194,21.3,2019-02-26 16:02:00,End session,11,Blackjack,14241853
11401548,14345194,2.13,2019-02-26 16:02:00,Loyalty,11,Blackjack,14241853
11401551,14345194,2.13,2019-02-26 16:02:00,Loyalty,11,Blackjack,14241853
11401552,14345194,21.3,2019-02-26 16:02:00,End session,11,Blackjack,14241853
11401550,14345194,21.3,2019-02-26 16:02:00,Win,11,Blackjack,14241853
11401554,14345194,2.13,2019-02-26 16:02:00,Loyalty,11,Blackjack,14241853
11401555,14345194,21.3,2019-02-26 16:02:00,End session,11,Blackjack,14241853
11401553,14345194,21.3,2019-02-26 16:02:00,Win,11,Blackjack,14241853
11401558,14345194,21.3,2019-02-26 16:02:00,End session,11,Blackjack,14241853
11401556,14345194,21.3,2019-02-26 16:02:00,Win,11,Blackjack,14241853
11401557,14345194,2.13,2019-02-26 16:02:00,Loyalty,11,Blackjack,14241853
11401560,14345194,2.13,2019-02-26 16:02:00,Loyalty,11,Blackjack,14241853
11401561,14345194,21.3,2019-02-26 16:02:00,End session,11,Blackjack,14241853
11401559,14345194,21.3,2019-02-26 16:02:00,Win,11,Blackjack,14241853
11401563,14345194,2.13,2019-02-26 16:02:00,Loyalty,11,Blackjack,14241853
11401562,14345194,21.3,2019-02-26 16:02:00,Win,11,Blackjack,14241853
11401564,14345194,21.3,2019-02-26 16:02:00,End session,11,Blackjack,14241853
11401567,14345194,21.3,2019-02-26 16:02:00,End session,11,Blackjack,14241853
11401566,14345194,2.13,2019-02-26 16:02:00,Loyalty,11,Blackjack,14241853
11401565,14345194,21.3,2019-02-26 16:02:00,Win,11,Blackjack,14241853
11401570,14345194,21.3,2019-02-26 16:02:00,End session,11,Blackjack,14241853
11401569,14345194,2.13,2019-02-26 16:02:00,Loyalty,11,Blackjack,14241853
11401568,14345194,21.3,2019-02-26 16:02:00,Win,11,Blackjack,14241853
11401573,14345194,21.3,2019-02-26 16:02:00,End session,11,Blackjack,14241853
11401572,14345194,2.13,2019-02-26 16:02:00,Loyalty,11,Blackjack,14241853
11401571,14345194,21.3,2019-02-26 16:02:00,Win,11,Blackjack,14241853
11401574,14345194,21.3,2019-02-26 16:02:00,Win,11,Blackjack,14241853
11401576,14345194,21.3,2019-02-26 16:02:00,End session,11,Blackjack,14241853
11401575,14345194,2.13,2019-02-26 16:02:00,Loyalty,11,Blackjack,14241853
11401579,14345194,21.3,2019-02-26 16:02:00,End session,11,Blackjack,14241853
11401578,14345194,2.13,2019-02-26 16:02:00,Loyalty,11,Blackjack,14241853
11401577,14345194,21.3,2019-02-26 16:02:00,Win,11,Blackjack,14241853
11401582,14345194,21.3,2019-02-26 16:02:00,End session,11,Blackjack,14241853
11401581,14345194,2.13,2019-02-26 16:02:00,Loyalty,11,Blackjack,14241853
11401580,14345194,21.3,2019-02-26 16:02:00,Win,11,Blackjack,14241853
11401585,14345194,21.3,2019-02-26 16:02:00,End session,11,Blackjack,14241853
11401584,14345194,2.13,2019-02-26 16:02:00,Loyalty,11,Blackjack,14241853
11401583,14345194,21.3,2019-02-26 16:02:00,Win,11,Blackjack,14241853
11401588,14345194,21.3,2019-02-26 16:02:00,End session,11,Blackjack,14241853
11401586,14345194,21.3,2019-02-26 16:02:00,Win,11,Blackjack,14241853
11401587,14345194,2.13,2019-02-26 16:02:00,Loyalty,11,Blackjack,14241853
11401590,14345194,2.13,2019-02-26 16:02:00,Loyalty,11,Blackjack,14241853
11401591,14345194,21.3,2019-02-26 16:02:00,End session,11,Blackjack,14241853
11401589,14345194,21.3,2019-02-26 16:02:00,Win,11,Blackjack,14241853
11401594,14345194,21.3,2019-02-26 16:04:00,End session,11,Blackjack,14241853
11401593,14345194,2.13,2019-02-26 16:04:00,Loyalty,11,Blackjack,14241853
11401592,14345194,21.3,2019-02-26 16:04:00,Win,11,Blackjack,14241853
11401595,14345194,21.3,2019-02-26 16:04:00,Win,11,Blackjack,14241853
11401597,14345194,21.3,2019-02-26 16:04:00,End session,11,Blackjack,14241853
11401596,14345194,2.13,2019-02-26 16:04:00,Loyalty,11,Blackjack,14241853
11401608,14345196,10,2019-02-26 16:19:00,Bet,11,Blackjack,124214129
11401609,14345196,10,2019-02-26 16:19:00,Bet,11,Blackjack,124214129
11401610,14345196,10,2019-02-26 16:19:00,Bet,11,Blackjack,124214129
11401611,14345196,10,2019-02-26 16:19:00,Bet,11,Blackjack,124214129
11401612,14345196,10,2019-02-26 16:19:00,Win,11,Blackjack,124214129
11401614,14345196,10,2019-02-26 16:19:00,End session,11,Blackjack,124214129
11401613,14345196,1,2019-02-26 16:19:00,Loyalty,11,Blackjack,124214129
11401615,14345196,10,2019-02-26 16:26:00,Bet,11,Blackjack,124214129
11401616,14345196,10,2019-02-26 16:26:00,Bet,11,Blackjack,124214129
11401617,14345196,10,2019-02-26 16:26:00,Bet,11,Blackjack,124214129
11401618,14345196,10,2019-02-26 16:26:00,Bet,11,Blackjack,124214129
11401620,14345196,1,2019-02-26 16:26:00,Loyalty,11,Blackjack,124214129
11401621,14345196,10,2019-02-26 16:26:00,End session,11,Blackjack,124214129
11401619,14345196,10,2019-02-26 16:26:00,Win,11,Blackjack,124214129
11401622,14345196,1,2019-02-26 16:26:00,Bet,11,Blackjack,124214129
11401623,14345196,1,2019-02-26 16:26:00,Bet,11,Blackjack,124214129
11401955,14345196,10,2019-02-26 18:16:00,Bet,11,Blackjack,124214129
11401956,14345196,10,2019-02-26 18:16:00,Bet,11,Blackjack,124214129
11401957,14345196,10,2019-02-26 18:16:00,Bet,11,Blackjack,124214129
11401958,14345196,10,2019-02-26 18:16:00,Bet,11,Blackjack,124214129
11401959,14345196,10,2019-02-26 18:16:00,Win,11,Blackjack,124214129
11401961,14345196,0.1,2019-02-26 18:16:00,End session,11,Blackjack,124214129
11401960,14345196,0.01,2019-02-26 18:16:00,Loyalty,11,Blackjack,124214129
11401962,14345196,1,2019-02-26 18:16:00,Bet,11,Blackjack,124214129
11401963,14345196,1,2019-02-26 18:16:00,Bet,11,Blackjack,124214129
11403167,14349169,9.3,2019-02-27 9:53:00,Bet,11,Blackjack,50603
11403192,14345194,1,2019-02-27 10:11:00,Bet,11,Blackjack,46628
11403193,14345194,1,2019-02-27 10:11:00,Bet,11,Blackjack,46628
11403197,14349169,2,2019-02-27 10:13:00,Bet,11,Blackjack,50603
11403216,14334473,1,2019-02-27 10:15:00,Bet,11,Blackjack,3594126
11403218,14334473,1,2019-02-27 10:16:00,Bet,11,Blackjack,3594126
11403219,14345190,1,2019-02-27 10:17:00,Bet,11,Blackjack,46624
11403220,14345194,1,2019-02-27 10:19:00,Bet,11,Blackjack,46628
11403221,14349169,1,2019-02-27 10:20:00,Bet,11,Blackjack,50603
11403222,14334473,1,2019-02-27 10:21:00,Bet,11,Blackjack,3594126
11403223,14349169,9.3,2019-02-27 10:23:00,Win,11,Blackjack,50603
11403224,14349169,0.93,2019-02-27 10:23:00,Loyalty,11,Blackjack,50603
11403225,14349169,9.3,2019-02-27 10:23:00,End session,11,Blackjack,50603
11403226,14349169,3.3,2019-02-27 10:23:00,Win,11,Blackjack,50603
11403228,14349169,3.3,2019-02-27 10:23:00,End session,11,Blackjack,50603
11403227,14349169,0.33,2019-02-27 10:23:00,Loyalty,11,Blackjack,50603
11403273,14345194,14.5,2019-02-27 10:37:00,Bet,11,Blackjack,46628
11403276,14345194,1.45,2019-02-27 10:38:00,Loyalty,11,Blackjack,46628
11403277,14345194,14.5,2019-02-27 10:38:00,End session,11,Blackjack,46628
11403275,14345194,14.5,2019-02-27 10:38:00,Win,11,Blackjack,46628
11403578,14345196,21.3,2019-02-27 14:02:00,Bet,11,Blackjack,46630
11403579,14345196,21.3,2019-02-27 14:02:00,Bet,11,Blackjack,46630
11403580,14345196,21.3,2019-02-27 14:02:00,Bet,11,Blackjack,46630
11403581,14345196,21.3,2019-02-27 14:02:00,Bet,11,Blackjack,46630
11403582,14345196,21.3,2019-02-27 14:02:00,Bet,11,Blackjack,46630
11405250,14334473,1,2019-02-27 22:11:00,Bet,11,Blackjack,3594126
11406171,14345196,10,2019-02-28 11:45:00,Bet,11,Blackjack,46630
11406172,14345196,10,2019-02-28 11:45:00,Bet,11,Blackjack,46630
11406173,14345196,10,2019-02-28 11:45:00,Bet,11,Blackjack,46630
11406174,14345196,10,2019-02-28 11:45:00,Bet,11,Blackjack,46630
11407144,14345196,1,2019-02-28 12:47:00,Bet,11,Blackjack,46630
11407145,14345196,1,2019-02-28 12:47:00,Bet,11,Blackjack,46630
11407146,14345196,10,2019-02-28 12:53:00,Bet,11,Blackjack,46630
11407147,14345196,10,2019-02-28 12:53:00,Bet,11,Blackjack,46630
11407148,14345196,10,2019-02-28 12:53:00,Bet,11,Blackjack,46630
11407149,14345196,10,2019-02-28 12:53:00,Bet,11,Blackjack,46630
11407156,14345196,10,2019-02-28 13:11:00,Bet,11,Blackjack,46630
11407157,14345196,10,2019-02-28 13:11:00,Bet,11,Blackjack,46630
11407158,14345196,10,2019-02-28 13:11:00,Bet,11,Blackjack,46630
11407159,14345196,10,2019-02-28 13:11:00,Bet,11,Blackjack,46630
11407161,14345196,0.01,2019-02-28 13:11:00,Loyalty,11,Blackjack,46630
11407162,14345196,0.1,2019-02-28 13:11:00,End session,11,Blackjack,46630
11407160,14345196,10,2019-02-28 13:11:00,Win,11,Blackjack,46630
11407163,14345196,1,2019-02-28 13:16:00,Bet,11,Blackjack,46630
11411348,14345194,1,2019-03-01 22:02:00,Bet,11,Blackjack,46628
11412263,14345196,1,2019-03-02 18:44:00,Bet,11,Blackjack,46630
11412264,14345196,5,2019-03-02 18:45:00,Bet,11,Blackjack,46630
11412265,14345196,12.33,2019-03-02 18:45:00,Bet,11,Blackjack,46630
11412266,14345196,1,2019-03-02 18:45:00,Bet,11,Blackjack,46630
11412393,14345194,10.1,2019-03-03 9:51:00,Bet,11,Blackjack,46628
11412394,14345194,10.1,2019-03-03 9:51:00,Bet,11,Blackjack,46628
11412395,14345194,11.27,2019-03-03 9:52:00,Bet,11,Blackjack,46628
11412396,14345194,10.89,2019-03-03 9:53:00,Bet,11,Blackjack,46628
11412397,14345194,10.89,2019-03-03 9:54:00,Bet,11,Blackjack,46628
11412398,14345194,13.6,2019-03-03 9:55:00,Bet,11,Blackjack,46628
11412401,14345194,10.89,2019-03-03 9:55:00,End session,11,Blackjack,46628
11412400,14345194,1.089,2019-03-03 9:55:00,Loyalty,11,Blackjack,46628
11412399,14345194,10.89,2019-03-03 9:55:00,Win,11,Blackjack,46628
11412403,14345194,1.089,2019-03-03 9:55:00,Loyalty,11,Blackjack,46628
11412402,14345194,10.89,2019-03-03 9:55:00,Win,11,Blackjack,46628
11412404,14345194,10.89,2019-03-03 9:55:00,End session,11,Blackjack,46628
11412406,14345194,1.36,2019-03-03 9:55:00,Loyalty,11,Blackjack,46628
11412407,14345194,13.6,2019-03-03 9:55:00,End session,11,Blackjack,46628
11412405,14345194,13.6,2019-03-03 9:55:00,Win,11,Blackjack,46628
11412420,14345190,1,2019-03-03 11:36:00,Bet,11,Blackjack,46624
11412426,14345194,10.1,2019-03-03 12:06:00,End session,11,Blackjack,46628
11412424,14345194,10.2,2019-03-03 12:06:00,Win,11,Blackjack,46628
11412425,14345194,1.01,2019-03-03 12:06:00,Loyalty,11,Blackjack,46628
11412445,14345194,2,2019-03-03 15:03:00,Bet,11,Blackjack,46628
11412446,14345194,5,2019-03-03 15:05:00,Bet,11,Blackjack,46628
11412447,14345194,2,2019-03-03 15:05:00,Bet,11,Blackjack,46628
11412448,14345194,5,2019-03-03 15:06:00,Bet,11,Blackjack,46628
11412452,14345194,5,2019-03-03 15:09:00,Bet,11,Blackjack,46628
11412453,14345194,5,2019-03-03 15:12:00,Bet,11,Blackjack,46628
11412454,14345194,2,2019-03-03 15:15:00,Bet,11,Blackjack,46628
11412455,14334473,1,2019-03-03 15:23:00,Bet,11,Blackjack,3594126
11412456,14345194,2,2019-03-03 15:26:00,Bet,11,Blackjack,46628
11412457,14345194,5,2019-03-03 15:27:00,Bet,11,Blackjack,46628
11412458,14345194,2,2019-03-03 15:28:00,Bet,11,Blackjack,46628
11412459,14349169,5,2019-03-03 15:32:00,Bet,11,Blackjack,50603
11412460,14345196,12.33,2019-03-03 15:49:00,Bet,11,Poker,46630
11412461,14349169,2,2019-03-03 15:49:00,Bet,11,Blackjack,50603
11412462,14345196,1,2019-03-03 15:50:00,Bet,11,Poker,46630
11412463,14345196,2,2019-03-03 15:50:00,Bet,11,Poker,46630
11412464,14349169,14.31,2019-03-03 15:51:00,Network free bets,11,Poker,50603
11412465,14349169,14.31,2019-03-03 15:51:00,Bet,11,Poker,50603
11412466,14349169,14.31,2019-03-03 15:51:00,Bet,11,Poker,50603
11412467,14349169,14.31,2019-03-03 15:51:00,Network free bets,11,Poker,50603
11412468,14349169,14.31,2019-03-03 15:51:00,Network free bets,11,Poker,50603
11412470,14349169,14.31,2019-03-03 15:51:00,Bet,11,Poker,50603
11412469,14349169,14.31,2019-03-03 15:51:00,Bet,11,Poker,50603
11412471,14349169,14.31,2019-03-03 15:51:00,Bet,11,Poker,50603
11412472,14349169,14.31,2019-03-03 15:51:00,Bet,11,Poker,50603
11412474,14349169,1.431,2019-03-03 15:51:00,Loyalty,11,Poker,50603
11412473,14349169,14.31,2019-03-03 15:51:00,Win,11,Poker,50603
11412476,14349169,1.431,2019-03-03 15:51:00,Loyalty,11,Poker,50603
11412477,14349169,14.31,2019-03-03 15:51:00,End session,11,Poker,50603
11412475,14349169,14.31,2019-03-03 15:51:00,Win,11,Poker,50603
11412478,14345194,14.31,2019-03-03 15:52:00,Bet,11,Poker,46628
11412479,14345194,14.31,2019-03-03 15:52:00,Bet,11,Poker,46628
11412480,14345194,9.57,2019-03-03 15:52:00,Bet,11,Poker,46628
11412481,14345194,9.57,2019-03-03 15:52:00,Bet,11,Poker,46628
11412482,14349169,8.92,2019-03-03 15:53:00,Bet,11,Poker,50603
11412483,14345196,11.41,2019-03-03 16:00:00,Bet,11,Poker,46630
11412490,14345190,1,2019-03-03 16:10:00,Bet,11,Poker,46624
11412491,14349169,2,2019-03-03 16:15:00,Bet,11,Poker,50603
11412492,14334473,1,2019-03-03 16:19:00,Bet,11,Poker,3594127
11412493,14334473,1,2019-03-03 16:30:00,Bet,11,Poker,3594127
11412536,14345196,2,2019-03-03 23:43:00,Bet,11,Poker,46630
11414144,14345194,10.45,2019-03-04 9:54:00,Bet,11,Poker,46628
11414145,14345194,10.45,2019-03-04 9:54:00,Bet,11,Poker,46628
11416151,14345194,9.27,2019-03-05 9:15:00,Bet,11,Poker,46628
11417276,14345196,19.96,2019-03-05 12:52:00,Bet,11,Poker,46630
11417700,14345196,2.13,2019-03-05 14:39:00,Loyalty,11,Poker,46630
11417699,14345196,19.99,2019-03-05 14:39:00,Win,11,Poker,46630
11417701,14345196,21.3,2019-03-05 14:39:00,End session,11,Poker,46630
11418814,14349177,10.95,2019-03-05 15:49:00,Network free bets,11,Poker,50611
11418815,14349177,10.95,2019-03-05 15:49:00,Bet,11,Poker,50611
11418816,14349177,10.95,2019-03-05 15:49:00,Bet,11,Poker,50611
11418818,14349177,1.095,2019-03-05 15:50:00,Loyalty,11,Poker,50611
11418817,14349177,10.95,2019-03-05 15:50:00,Win,11,Poker,50611
11418821,14349177,10.95,2019-03-05 15:51:00,End session,11,Poker,50611
11418820,14349177,1.095,2019-03-05 15:51:00,Loyalty,11,Poker,50611
11418819,14349177,10.95,2019-03-05 15:51:00,Win,11,Poker,50611
11418823,14349177,1.095,2019-03-05 15:51:00,Loyalty,11,Poker,50611
11418822,14349177,10.95,2019-03-05 15:51:00,Win,11,Poker,50611
11418824,14349177,10.95,2019-03-05 15:51:00,End session,11,Poker,50611
11418857,14345194,19.83,2019-03-05 17:40:00,Bet,11,Poker,46628
11418858,14345194,19.83,2019-03-05 17:40:00,Bet,11,Poker,46628
11418859,14345194,19.83,2019-03-05 17:40:00,Bet,11,Poker,46628
11418860,14345194,19.83,2019-03-05 17:40:00,Bet,11,Poker,46628
11418861,14345194,19.83,2019-03-05 17:40:00,Bet,11,Poker,46628
11418862,14345194,19.83,2019-03-05 17:40:00,Bet,11,Poker,46628
11418863,14345194,19.83,2019-03-05 17:40:00,Bet,11,Poker,46628
11418864,14345194,19.83,2019-03-05 17:40:00,Bet,11,Poker,46628
11418865,14345194,19.83,2019-03-05 17:40:00,Bet,11,Poker,46628
11418866,14345194,19.83,2019-03-05 17:40:00,Bet,11,Poker,46628
11418867,14345194,19.83,2019-03-05 17:41:00,Network free bets,11,Poker,46628
11418868,14345194,19.83,2019-03-05 17:41:00,Bet,11,Poker,46628
11418869,14345194,19.83,2019-03-05 17:41:00,Bet,11,Poker,46628
11418870,14345194,19.83,2019-03-05 17:44:00,Bet,11,Poker,46628
11418871,14345194,19.83,2019-03-05 17:44:00,Bet,11,Poker,46628
11418872,14345194,19.83,2019-03-05 17:44:00,Bet,11,Poker,46628
11418873,14345194,19.83,2019-03-05 17:45:00,Bet,11,Poker,46628
11418874,14345194,19.83,2019-03-05 17:46:00,Bet,11,Poker,46628
11418875,14345194,19.83,2019-03-05 17:47:00,Bet,11,Poker,46628
11418876,14345194,0.05,2019-03-05 17:48:00,Bet,11,Poker,46628
11418877,14345194,0.05,2019-03-05 17:48:00,Bet,11,Poker,46628
11418878,14345194,0.05,2019-03-05 17:48:00,Bet,11,Poker,46628
11418879,14345194,0.05,2019-03-05 17:50:00,Bet,11,Poker,46628
11418880,14345194,0.05,2019-03-05 17:50:00,Bet,11,Poker,46628
11418881,14345194,0.05,2019-03-05 17:52:00,Bet,11,Poker,46628
11418882,14345194,0.05,2019-03-05 17:52:00,Bet,11,Poker,46628
11418883,14345194,0.05,2019-03-05 17:55:00,Bet,11,Poker,46628
11418884,14345194,0.05,2019-03-05 17:56:00,Bet,11,Poker,46628
11418885,14345194,0.05,2019-03-05 17:56:00,Bet,11,Poker,46628
11418886,14345194,0.05,2019-03-05 17:56:00,Bet,11,Poker,46628
11418887,14345194,0.05,2019-03-05 17:57:00,Bet,11,Poker,46628
11418901,14345194,0.05,2019-03-05 18:12:00,Bet,11,Poker,46628
11418902,14345194,0.05,2019-03-05 18:12:00,Bet,11,Poker,46628
11418903,14345194,0.05,2019-03-05 18:13:00,Network free bets,11,Poker,46628
11418904,14345194,0.05,2019-03-05 18:13:00,Bet,11,Poker,46628
11418905,14345194,0.05,2019-03-05 18:13:00,Bet,11,Poker,46628
